lesson_no,question_no,type,question,correct_letters,correct_answers,option_a,option_b,option_c,option_d
"3","13","single","Chỉ ra thành phần quan trọng nhất quyết định mục tiêu của doanh nghiệp?","B","B.Chủ doanh nghiệp.","A.Khách hàng.","B.Chủ doanh nghiệp.","C.Người lao động.","D.Tổ chức xã hội."
"3","14","single","Nhận diện trường hợp nguy cơ đối thủ cạnh tranh mới của doanh nghiệp sẽ xuất hiện?","D","D.Chi phí gia nhập ngành thấp và có ít rào cản chuyển dịch","A.Nguồn cung cấp nguyên liệu bị kiểm soát chặt chẽ","B.Công nghệ hiện tại không dễ sao chép","C.Thị trường không hấp dẫn với các nhà đầu tư mới","D.Chi phí gia nhập ngành thấp và có ít rào cản chuyển dịch"
"3","15","single","Doanh nghiệp A sử dụng phương pháp SWOT để xây dựng chiến lược phát triển cho doanh nghiệp. Doanh nghiệp có thể sử dụng câu hỏi nào để xác định điểm mạnh của doanh nghiệp?","D","D.Điều gì làm khách hàng hài lòng về doanh nghiệp?","A.Sự phát triển của công nghệ có ảnh hưởng tiêu cực gì tới doanh nghiệp?","B.Quy trình nào mà doanh nghiệp cần phải cải thiện?","C.Những tài sản nào mà doanh nghiệp cần phải bổ sung?","D.Điều gì làm khách hàng hài lòng về doanh nghiệp?"
"3","16","single","Mục đích chính của hoạch định chính sách là gì?","C","C.Hướng dẫn việc ra quyết định và đảm bảo các quyết định hướng tới mục tiêu.","A.Kiểm soát toàn bộ hoạt động của tổ chức.","B.Đưa ra chương trình ngân sách phù hợp với chiến lược.","C.Hướng dẫn việc ra quyết định và đảm bảo các quyết định hướng tới mục tiêu.","D.Thiết lập một chuỗi hành động cần thực hiện."
"3","17","single","Giải thích vì sao phải xác định nhiều phương án trong quá trình lập kế hoạch?","D","D.Để giảm thiểu rủi ro và chọn ra các phương án triển vọng nhất.","A.Để đảm bảo tất cả các phương án được thực hiện cùng lúc.","B.Để tập trung vào một phương án duy nhất.","C.Để tiết kiệm thời gian đánh giá phương án.","D.Để giảm thiểu rủi ro và chọn ra các phương án triển vọng nhất."
"3","18","single","Nhận diện nội dung tổ chức cần thực hiện sau khi xây dựng các kế hoạch phụ trợ trong quá trình lập kế hoạch","A","A.Lượng hóa các kế hoạch bằng ngân quỹ.","A.Lượng hóa các kế hoạch bằng ngân quỹ.","B.Xác định các phương án lựa chọn.","C.Ra quyết định cuối cùng.","D.Đánh giá các phương án lựa chọn."
"3","19","single","Chỉ ra những vấn đề sẽ được bộc lộ trong quá trình cấp dưới vạch ra các mục tiêu?","A","A.Các vấn đề cần giải quyết.","A.Các vấn đề cần giải quyết.","B.Các yếu tố tác động đến tổ chức từ môi trường bên ngoài.","C.Trách nhiệm của cấp trên đối với tổ chức.","D.Mục tiêu chung của cả tổ chức."
"3","20","single","Hoạch định chiến lược giúp doanh nghiệp làm gì?","A","A.Xác định rõ mục tiêu và định hướng phát triển cụ thể","A.Xác định rõ mục tiêu và định hướng phát triển cụ thể","B.Tập trung vào việc cắt giảm chi phí nhân sự","C.Phát triển các sản phẩm mới mà không cần nghiên cứu thị trường","D.Tăng cường sự cạnh tranh nội bộ trong doanh nghiệp"
"3","21","single","Giải thích vì sao hoạch định chiến lược lại giúp tổ chức vận hành tối ưu nguồn lực?","A","A.Giúp xác định hoạt động cần thiết và thiết lập ngân sách đầu tư đúng đắn","A.Giúp xác định hoạt động cần thiết và thiết lập ngân sách đầu tư đúng đắn","B.Tăng cường nhân sự để thực hiện nhiều hoạt động cùng lúc","C.Mở rộng phạm vi đầu tư để tăng cơ hội phát triển","D.Đơn giản hóa quy trình làm việc bằng cách loại bỏ hoàn toàn các bước kiểm soát"
"3","22","single","Chỉ ra điểm khác nhau giữa mục tiêu với sứ mệnh khi hoạch định chiến lược?","B","B.Mục tiêu cụ thể hơn sứ mệnh","A.Mục tiêu chỉ phản ánh lợi nhuận của doanh nghiệp","B.Mục tiêu cụ thể hơn sứ mệnh","C.Mục tiêu chỉ áp dụng cho cấp quản lý cao nhất","D.Mục tiêu không liên quan đến sứ mệnh"
"3","23","single","Diễn giải công việc nhà quản trị cần thực hiện trong bước 1 của quản trị theo mục tiêu? A.Cùng với cấp dưới bàn bạc, thảo luận về những mục tiêu mà cấp dưới có thể thực hiện được.","D","D.Xác định vai trò cho các đơn vị tham gia vào việc thực hiện mục tiêu.","B.Tiến hành kiểm tra nhằm phát hiện những khó khăn hoặc sai lệch.","C.Cung cấp các điều kiện, phương tiện và các nguồn lực cần thiết cho cấp","dưới thực hiện mục tiêu.","D.Xác định vai trò cho các đơn vị tham gia vào việc thực hiện mục tiêu."
"3","24","single","Chỉ ra nhận định ĐÚNG trong các nhận định sau đây về quản trị theo mục tiêu?","A","A.Việc đặt mục tiêu cho thời gian ngắn có thể gây tổn thất cho mục tiêu dài hạn","A.Việc đặt mục tiêu cho thời gian ngắn có thể gây tổn thất cho mục tiêu dài hạn","B.Việc đề ra các mục tiêu xác đáng rất dễ dàng và không cần nhiều thời gian.","C.Các nhà quản lý luôn sẵn sàng thay đổi mục tiêu mà không gặp khó khăn.","D.Việc đặt mục tiêu cho thời gian ngắn không liên quan gì đến việc thiết lập mục tiêu dài hạn."
"3","25","single","Nhận diện đặc điểm môi trường vĩ mô của tổ chức?","C","C.Tác động gián tiếp, phạm vi rất lớn và khó kiểm soát","A.Tác động chủ yếu đến một ngành cụ thể","B.Tác động trực tiếp và thay đổi nhanh chóng","C.Tác động gián tiếp, phạm vi rất lớn và khó kiểm soát","D.Phạm vi hẹp, dễ nhận biết và kiểm soát được"
"3","26","single","Chỉ ra yếu tố cấu thành môi trường vĩ mô của tổ chức?","B","B.Yếu tố xã hôi","A.Nhà cung cấp","B.Yếu tố xã hôi","C.Các khách hàng","D.Đối thủ cạnh tranh"
"3","27","single","Chỉ ra yếu tố cấu thành môi trường vì mô của tổ chức?","A","A.Yếu tố tự nhiên","A.Yếu tố tự nhiên","B.Nguy cơ từ đối thủ mới","C.Các khách hàng","D.Đối thủ cạnh tranh"
"3","28","single","Chỉ ra yếu tố cấu thành môi trường vi mô của tổ chức?","C","C.Các khách hàng","A.Yếu tố tự nhiên","B.Yếu tố xã hội","C.Các khách hàng","D.Yếu tố kỹ thuật"
"3","29","single",". Nội dung “Đưa ra những điều khoản hay những quy định chung để hướng dẫn hoặc triển khai suy nghĩ và hành động của con người khi ra quyết định” thể hiện loại hoạch định nào sau đây?","B","B.Hoạch định chính sách","A.Hoạch định chiến lược","B.Hoạch định chính sách","C.Hoạch định thủ tục","D.Hoạch định quy tắc"
"3","30","single","Mục đích chính của hoạch định chính sách là gì?","C","C.Hướng dẫn việc ra quyết định và đảm bảo các quyết định hướng tới mục tiêu.","A.Kiểm soát toàn bộ hoạt động của tổ chức.","B.Đưa ra chương trình ngân sách phù hợp với chiến lược.","C.Hướng dẫn việc ra quyết định và đảm bảo các quyết định hướng tới mục tiêu.","D.Thiết lập một chuỗi hành động cần thực hiện."
"4","1","single","Một tổ chức có tầm quản trị hẹp thường có đặc điểm nào sau đây?","B","B.Số lượng cấp quản trị nhiều, nhưng số lượng nhân viên cấp dưới của mỗi cấp quản trị ít","A.Số lượng cấp quản trị ít","B.Số lượng cấp quản trị nhiều, nhưng số lượng nhân viên cấp dưới của mỗi cấp quản trị ít","C.Ít chi phí quản lý hơn tổ chức có tầm quản trị rộng","D.Tăng tính tự chủ của cấp dưới"
"4","2","single","Một ưu điểm của cơ cấu tổ chức theo sản phẩm là gì?","D","D.Gắn trách nhiệm lãnh đạo với lợi nhuận","A.Giảm nhu cầu người quản lý giỏi","B.Tăng cường chuyên môn hóa theo chức năng","C.Tăng khả năng kiểm soát của cấp trên","D.Gắn trách nhiệm lãnh đạo với lợi nhuận"
"4","3","single","Công ty may ALT là một công ty có quy mô tổ chức lớn với nhiều dây duyền sản xuất. Anh/ chị hãy lựa chọn cách phân chia bộ phận phù hợp để thiết kế cơ cấu tổ chức cho Công ty may ALT?","D","D.Phân chia bộ phân theo sản phẩm","A.Phân chia bộ phận theo địa dư","B.Phân chia bộ phận theo chức năng","C.Phân chia bộ phận theo khách hàng","D.Phân chia bộ phân theo sản phẩm"
"4","4","single","Quyền hạn theo chức năng là gì?","D","D.Quyền kiểm soát các hoạt động của nhân viên ở bộ phận khác","A.Quyền ra chỉ thị mà không cần sự đồng ý","B.Quyền quản lý trực tiếp mọi hoạt động của bộ phận","C.Quyền quyết định về mọi vấn đề trong tổ chức","D.Quyền kiểm soát các hoạt động của nhân viên ở bộ phận khác"
"4","5","single","Nhận diện đâu là hạn chế của việc sử dụng tham mưu trong hoạt động quản lý?","A","A.Dễ phát sinh mâu thuẫn giữa bộ phận trực tuyến và bộ phận tham mưu","A.Dễ phát sinh mâu thuẫn giữa bộ phận trực tuyến và bộ phận tham mưu","B.Giảm bớt trách nhiệm của bộ phận tham mưu","C.Tạo ra môi trường làm việc thoải mái","D.Tăng sự tập trung cho công việc chuyên môn"
"4","6","single","Nhận diện đâu là hạn chế của việc sử dụng quyền hạn chức năng trong tổ chức?","D","D.Tạo ra sự phân tán và chồng chéo về quyền hạn","A.Giảm sự phức tạp trong công việc quản lý","B.Không tạo ra sự phức tạp trong các quan hệ quản lý","C.Tăng cường sự nhất quán trong các mệnh lệnh","D.Tạo ra sự phân tán và chồng chéo về quyền hạn"
"4","7","single","Phân quyền có thể giúp tổ chức đạt được điều gì?","D","D.Tăng cường sự sáng tạo và phát huy khả năng tự chủ của cấp dưới","A.Tạo ra sự tập trung quyền lực mạnh mẽ","B.Giảm thiểu rủi ro trong công việc","C.Giảm bớt công việc cho cấp trên","D.Tăng cường sự sáng tạo và phát huy khả năng tự chủ của cấp dưới"
"4","8","single","Xác định yếu tố nào sau đây KHÔNG ảnh hưởng đến mức độ phân quyền?","A","A.Mối quan hệ giữa các cấp trong tổ chức","A.Mối quan hệ giữa các cấp trong tổ chức","B.Phong cách quản lý của lãnh đạo","C.Giá trị quyết định","D.Quy mô tổ chức"
"4","9","single","Trong một tổ chức, người lãnh đạo yêu cầu các trưởng phòng chỉ quyết định các vấn đề thuộc phạm vi bộ phận mình, đồng thời cũng nhấn mạnh rằng họ phải chịu trách nhiệm về kết quả công việc của bộ phận mình. Tuy nhiên, người lãnh đạo không cho phép các trưởng phòng quyết định về các vấn đề tài chính lớn hay chiến lược của công ty. Hành động của người lãnh đạo phản ánh nguyên tắc nào trong việc giao quyền?","B","B.Nguyên tắc giao quyền theo chức năng","A.Nguyên tắc quyền hạn theo cấp bậc","B.Nguyên tắc giao quyền theo chức năng","C.Nguyên tắc về tính tuyệt đối trong trách nhiệm","D.Nguyên tắc giao quyền theo kết quả mong muốn"
"4","10","single","Mục tiêu của việc lập kế hoạch trong công tác tổ chức là gì?","D","D.Xác định nhu cầu nhân sự trong tương lai","A.Đảm bảo quyền lực của các bộ phận tham mưu","B.Phân chia công việc cho cấp dưới trực tiếp","C.Lựa chọn các công việc không quan trọng","D.Xác định nhu cầu nhân sự trong tương lai"
"4","11","single","Nhận diện một trong những sai lầm phổ biến trong công tác quản lý?","A","A.Giao quyền mà không giao trách nhiệm","A.Giao quyền mà không giao trách nhiệm","B.Phân công công việc chính thức","C.Tạo ra các sơ đồ tổ chức rõ ràng","D.Đưa ra quyết định nhanh chóng"
"4","12","single","Xác định những nguy cơ có thể xảy ra nếu việc giao quyền mà không giao trách nhiệm trong hoạt động quản lý?","C","C.Làm giảm hiệu quả công việc","A.Tạo ra sự rõ ràng trong công việc","B.Giúp công việc được hoàn thành nhanh chóng","C.Làm giảm hiệu quả công việc","D.Tăng cường sự sáng tạo trong tổ chức"
"4","13","single","Xác định những nguy cơ có thể xảy ra nếu nếu sử dụng tham mưu một cách cẩu thả?","C","C.Làm mất dần quyền hành của người lãnh đạo","A.Tăng cường quyền lực của người lãnh đạo","B.Giảm chi phí hoạt động","C.Làm mất dần quyền hành của người lãnh đạo","D.Cải thiện hiệu quả công việc"
"4","14","single","Xác định nguy cơ có thể xảy ra nếu sử dụng tham mưu quá nhiều trong hoạt động quản lý?","A","A.Làm giảm hiệu quả lãnh đạo","A.Làm giảm hiệu quả lãnh đạo","B.Đảm bảo quyết định được đưa ra nhanh chóng","C.Tăng cường sự phân công công việc","D.Tạo ra sự linh hoạt trong cơ cấu tổ chức"
"4","15","single","Giả sử bạn là người quản lý trong một doanh nghiệp, sau khi nhận thấy cơ cấu tổ chức hiện tại không đáp ứng được yêu cầu của thị trường, bạn sẽ làm gì để nâng cao hiệu quả công tác tổ chức? A.Cải thiện hệ thống đào tạo nhân viên mà không thay đổi cơ cấu tổ chức","C","trường và nhu cầu nhân sự","B.Tăng cường quyền lực cho các bộ phận tham mưu mà không thay đổi sơ đồ tổ chức","C.Lập kế hoạch tổ chức lại cơ cấu để phù hợp với sự thay đổi của môi","trường và nhu cầu nhân sự","D.Giảm số lượng cấp quản lý mà không thay đổi công việc của các bộ phận"
"4","16","single","Nhược điểm lớn nhất của tầm quản trị rộng là gì?","B","B.Dễ dẫn đến tình trạng cấp trên quá tải và mất kiểm soát","A.Làm cồng kềnh bộ máy quản lý","B.Dễ dẫn đến tình trạng cấp trên quá tải và mất kiểm soát","C.Giảm quyền tự chủ của cấp dưới","D.Tăng chi phí quản lý"
"4","17","single","Ưu điểm chính của việc phân chia tổ chức theo cơ cấu chức năng là gì?","A","A.Góp phần đạt được sự chuyên môn hóa sâu công việc","A.Góp phần đạt được sự chuyên môn hóa sâu công việc","B.Tạo điều kiện cho sự phối hợp giữa các bộ phận chức năng","C.Đơn giản hóa công tác quản lý","D.Tăng tính tự chủ của các bộ phận"
"4","18","single","Định nghĩa quyền hạn trong tổ chức được hiểu là gì?","D","D.Mức độ độc lập trong hoạt động dành cho các nhà quản trị","A.Phẩm chất cá nhân của nhà quản trị","B.Quyền lực của nhà quản trị để kiểm soát nhân viên","C.Quyền ra chỉ thị mà không cần quyết định","D.Mức độ độc lập trong hoạt động dành cho các nhà quản trị"
"4","19","single","Nhận diện nguyên tắc nào thể hiện việc đảm bảo tính thống nhất trong mệnh lệnh khi giao quyền?","A","A.Nguyên tắc thống nhất trong mệnh lệnh","A.Nguyên tắc thống nhất trong mệnh lệnh","B.Nguyên tắc giao quyền theo kết quả mong muốn","C.Nguyên tắc về sự tương xứng giữa quyền hạn và trách nhiệm","D.Nguyên tắc quyền hạn theo cấp bậc"
"4","20","single","Xác định những nguy cơ có thể xảy nếu có quá nhiều cấp quản lý trong tổ chức?","B","B.Giảm hiệu quả quản lý và làm việc","A.Tăng cường sự sáng tạo","B.Giảm hiệu quả quản lý và làm việc","C.Cải thiện mối quan hệ giữa các cấp","D.Tạo ra một cơ cấu tổ chức linh hoạt"
"4","21","single","Xác định đâu là vấn đề cần tránh để thiết kế tổ chức một cách hiệu quả?","D","D.Cứng nhắc trong việc thực hiện các chính sách mới","A.Phân biệt rõ vai trò và nhiệm vụ của từng bộ phận","B.Linh hoạt trong việc điều chỉnh cơ cấu tổ chức","C.Đảm bảo mỗi nhân viên hiểu rõ công việc của mình","D.Cứng nhắc trong việc thực hiện các chính sách mới"
"4","22","single","Một cơ cấu tổ chức hợp lý sẽ ảnh hưởng thế nào đến tổ chức?","C","C.Góp phần phát huy sức mạnh của tập thể và đội ngũ quản lý","A.Tạo ra nhiều cơ cấu không chính thức","B.Giảm chi phí hoạt động","C.Góp phần phát huy sức mạnh của tập thể và đội ngũ quản lý","D.Tăng số lượng nhân viên cấp dưới"
"4","23","single","Khi nào quyền lực được giao phó có thể bị thu hồi?","C","C.Khi có sự thay đổi trong tổ chức","A.Khi cấp dưới không hoàn thành nhiệm vụ","B.Khi cấp dưới yêu cầu thu hồi quyền hạn","C.Khi có sự thay đổi trong tổ chức","D.Khi cấp trên không muốn chịu trách nhiệm"
"4","24","single","Đâu là lý do chính để thiết kế lại cơ cấu tổ chức?","A","A.Để ứng phó với thay đổi của môi trường và chính sách","A.Để ứng phó với thay đổi của môi trường và chính sách","B.Để giảm sự tham gia của cấp dưới","C.Để tăng cường quyền lực của cấp trên","D.Để giảm chi phí hoạt động"
"4","25","single","Nhận diện ý nghĩa của việc xác định mục tiêu và lập kế hoạch trong công tác tổ chức?","D","D.Giúp xác định rõ nhu cầu nhân sự và các chương trình đào tạo","A.Đảm bảo sự ổn định tuyệt đối","B.Tăng cường sự tham gia của các bộ phận phục vụ","C.Giảm thiểu chi phí tổ chức","D.Giúp xác định rõ nhu cầu nhân sự và các chương trình đào tạo"
"4","26","single","Nhận diện đâu là lợi ích của việc sử dụng tham mưu trong hoạt động quản lý?","C","C.Giảm bớt công việc cho người lãnh đạo trực tuyến","A.Khó khăn trong việc ra quyết định","B.Làm giảm chất lượng quyết định của người quản lý","C.Giảm bớt công việc cho người lãnh đạo trực tuyến","D.Tăng cường quyền lực của các bộ phận tham mưu"
"4","27","single","Tầm quản trị rộng thường xuất hiện khi nào?","C","C.Nhà quản trị có đầy đủ năng lực và cấp dưới làm việc hiệu quả","A.Công việc phức tạp và nhiều thay đổi","B.Nhà quản trị chưa phân quyền hiệu quả","C.Nhà quản trị có đầy đủ năng lực và cấp dưới làm việc hiệu quả","D.Mối quan hệ trong tổ chức không rõ ràng"
"4","28","single","Nhược điểm của cơ cấu tổ chức phân chia bộ phận theo chức năng là gì?","D","D.Tạo ra cách nhìn quá hẹp với các lãnh đạo chức năng","A.Tăng sự phối hợp giữa các bộ phận","B.Khó kiểm soát các hoạt động chức năng","C.Làm giảm trách nhiệm của lãnh đạo cấp cao","D.Tạo ra cách nhìn quá hẹp với các lãnh đạo chức năng"
"4","29","single","Điểm khác biệt chính giữa quyền hạn trực tuyến và quyền hạn theo chức năng là gì?","B","B.Quyền hạn theo chức năng liên quan đến kiểm soát hoạt động của các bộ phận khác","A.Quyền hạn trực tuyến tập trung vào quyết định cấp cao nhất","B.Quyền hạn theo chức năng liên quan đến kiểm soát hoạt động của các bộ phận khác","C.Quyền hạn trực tuyến chỉ áp dụng trong tổ chức nhỏ","D.Quyền hạn theo chức năng tập trung vào phân công nhiệm vụ"
"4","30","single","Nhân tố nào không ảnh hưởng trực tiếp đến tầm quản trị hiệu quả?","D","D.Phong cách làm việc của nhân viên","A.Năng lực của người quản lý","B.Đặc điểm và độ phức tạp của công việc","C.Quy mô tổ chức","D.Phong cách làm việc của nhân viên"
"5","1","single","Mục tiêu của quản trị nhân sự là gì?","B","B.Kết hợp hài hòa mục tiêu của cá nhân và tổ chức","A.Đảm bảo người lao động làm việc lâu dài","B.Kết hợp hài hòa mục tiêu của cá nhân và tổ chức","C.Chỉ tập trung phát triển tổ chức","D.Đạt được mục tiêu của tổ chức mà không quan tâm đến mục tiêu cả nhân"
"5","2","single","Quyền lợi mà người lao động nhận được nên được hiểu như thế nào?","C","C.Là kết quả lao động của chính họ","A.Là sự hỗ trợ từ tổ chức","B.Là sự ban ơn của doanh nghiệp","C.Là kết quả lao động của chính họ","D.Là phần thưởng từ cấp trên"
"5","3","single","Nhận diện hoạt động nào dưới đây không thuộc nội dung của quản trị nhân sự?","A","A.Quản lý tài sản","A.Quản lý tài sản","B.Đề bạt","C.Tuyển dụng","D.Đánh giá"
"5","4","single","Khi xác định nhu cầu nhân lực, yếu tố nào sau đây khó dự đoán nhất?","D","D.Quy mô và cơ cấu lao động dài hạn","A.Biến động nhân lực ngắn hạn","B.Tình hình tài chính của doanh nghiệp","C.Mức lương thị trường","D.Quy mô và cơ cấu lao động dài hạn"
"5","5","single","Nhận diện đâu là lợi ích của phương pháp phỏng vấn thiết kế sẵn là gì?","A","A.Cung cấp thông tin rõ ràng và nhất quán","A.Cung cấp thông tin rõ ràng và nhất quán","B.Tăng khả năng gây ấn tượng của ứng viên","C.Giúp người phỏng vấn tiết kiệm thời gian chuẩn bị","D.Giảm thiểu sự thiên vị của người phỏng vấn"
"5","6","single","Công ty A đang cần tuyển dụng 01 nhân viên có kinh nghiệm 02 năm làm việc, bạn là nhân viên tuyển dụng của công ty, bạn sẽ thực hiện tuyển dụng ở đâu?","A","A.Tuyển dụng trên các trang tuyển dụng","A.Tuyển dụng trên các trang tuyển dụng","B.Tại hội chợ việc làm","C.Thông báo tuyển dụng trên tivi","D.Tại các trường đại học"
"5","7","single","Đánh giá dựa trên mức độ hoàn thành mục tiêu có ưu điểm gì?","A","A.Đảm bảo tính khách quan và liên kết chặt chẽ với nhiệm vụ thực tế","A.Đảm bảo tính khách quan và liên kết chặt chẽ với nhiệm vụ thực tế","B.Tăng cường tính chủ quan trong đánh giá","C.Giảm thiểu sự can thiệp của cấp trên","D.Tạo ra một môi trường làm việc thoải mái cho cấp dưới"
"5","8","single","Việc tách biệt mức độ quan trọng của các yếu tố trong quá trình đánh giá nhằm mục đích gì?","B","B.Để đưa ra kết luận chính xác và công bằng","A.Để tránh sự phê phán không công bằng","B.Để đưa ra kết luận chính xác và công bằng","C.Để tăng tính chủ quan trong đánh giá","D.Để giảm bớt công việc của cấp trên"
"5","9","single","Xác định yếu tố nào dưới đây không nên bổ sung khi đánh giá cán bộ quản lý?","B","B.Vóc dáng, thể trạng","A.Chất lượng công việc","B.Vóc dáng, thể trạng","C.Mối quan hệ với khách hàng","D.Kỹ năng cá nhân và phẩm chất công tác"
"5","10","single","Xác định đâu là hạn chế lớn nhất của việc đánh giá dựa trên mức độ hoàn thành mục tiêu?","D","D.Tập trung quá nhiều vào kết quả công việc, bỏ qua sự phát triển cá nhân","A.Không thể đo lường kết quả công việc của người quản lý","B.Tính chất chủ quan trong việc đánh giá quá cao","C.Người quản lý dễ dàng đạt được mục tiêu mà không có sự sáng tạo","D.Tập trung quá nhiều vào kết quả công việc, bỏ qua sự phát triển cá nhân"
"5","11","single","Xác định nhược điểm của phương pháp đánh giá theo tư cách?","B","B.Mang tính chủ quan và không đánh giá được trình độ chuyên môn","A.Phản ảnh đầy đủ sự phát triển của người quản lý","B.Mang tính chủ quan và không đánh giá được trình độ chuyên môn","C.Tính chất đánh giá rất khách quan","D.Quá tập trung vào kết quả tài chính của tổ chức"
"5","12","single","Một quản lý trong công ty thường đạt được các mục tiêu doanh thu của bộ phận nhưng có nhiều phản ánh từ nhân viên rằng người này thường xuyên áp đặt ý kiến và không lắng nghe đóng góp. Là người đánh giá, bạn sẽ đánh giá như thế nào?","D","D.Đánh giá toàn diện, ghi nhận kết quả đạt được nhưng cũng nêu rõ các phản hồi tiêu cực từ nhân viên để đưa ra kế hoạch cải thiện kỹ năng lãnh đạo","A.Gạt bỏ phản hồi từ nhân viên vì kết quả công việc của bộ phận đã đạt mục tiêu","B.Chỉ tập trung vào kết quả đạt được và đánh giá cao năng lực lãnh đạo của quản lý này","C.Nhấn mạnh vào phản hồi của nhân viên và yêu cầu quản lý thay đổi phong cách làm việc","D.Đánh giá toàn diện, ghi nhận kết quả đạt được nhưng cũng nêu rõ các phản hồi tiêu cực từ nhân viên để đưa ra kế hoạch cải thiện kỹ năng lãnh đạo"
"5","13","single","Mục tiêu của công tác phát triển cán bộ trong doanh nghiệp là gì?","D","D.Kết hợp mục tiêu của doanh nghiệp với nhu cầu phát triển cán bộ","A.Tổ chức nhiều khóa đào tạo với số lượng lớn","B.Tập trung vào kết quả đào tạo chứ không phải số lượng khóa học","C.Tăng cường đào tạo cho một nhóm nhân viên riêng biệt","D.Kết hợp mục tiêu của doanh nghiệp với nhu cầu phát triển cán bộ"
"5","14","single","Theo mô hình phát triển cán bộ, nhận diện yếu tố nào dưới đây là quan trọng nhất?","B","B.Sự kết hợp hài hòa giữa mục tiêu doanh nghiệp và mục tiêu phát triển cán bộ","A.Đào tạo theo từng nhóm nhân viên","B.Sự kết hợp hài hòa giữa mục tiêu doanh nghiệp và mục tiêu phát triển cán bộ","C.Đào tạo chỉ dành cho nhân viên cấp cao","D.Sự tham gia của các nhà quản trị cấp thấp"
"5","15","single","Nhận diện đâu là ý nghĩa của sự hỗ trợ của nhà quản trị cấp cao đối với chương trình phát triển cán bộ?","C","C.Rất quan trọng, giúp đảm bảo chương trình thành công và đạt hiệu quả cao","A.Chỉ quan trọng khi đào tạo cho nhân viên cấp cao","B.Không quan trọng vì chương trình chỉ dành cho nhân viên cấp thấp","C.Rất quan trọng, giúp đảm bảo chương trình thành công và đạt hiệu quả cao","D.Quan trọng nhưng không phải là yếu tố quyết định"
"5","16","single","Xác định các yếu tố thuộc tiêu chuẩn cảm xúc và tình cảm của người lao động?","C","C.Sự điềm đạm hoặc nóng tính","A.Kỹ năng chuyên môn","B.Kinh nghiệm thực tế","C.Sự điềm đạm hoặc nóng tính","D.Tư duy nhanh nhẹn"
"5","17","single","Nhu cầu nhân lực của doanh nghiệp được xác định dựa trên yếu tố nào sau đây?","D","D.Chiến lược phát triển và biến động nhân lực trong doanh nghiệp","A.Kế hoạch phát triển của đối thủ cạnh tranh","B.Mức độ cạnh tranh của thị trường lao động","C.Tình hình kinh tế xã hội chung","D.Chiến lược phát triển và biến động nhân lực trong doanh nghiệp"
"5","18","single","Xác định thời điểm một chương trình phát triển cán bộ được coi là hiệu quả?","C","C.Khi đạt được những kết quả cụ thể và lợi ích rõ ràng","A.Khi chỉ phục vụ cho một nhóm nhỏ nhân viên có năng lực","B.Khi tập trung vào số lượng nhân viên tham gia","C.Khi đạt được những kết quả cụ thể và lợi ích rõ ràng","D.Khi nhà quản trị cấp cao không tham gia"
"5","19","single","Điểm mạnh của phương pháp đánh giá theo tư cách là gì?","B","B.Giúp người quản lý chú ý đến các vấn đề quan trọng trong công việc","A.Giảm thiểu việc đánh giá sai lệch","B.Giúp người quản lý chú ý đến các vấn đề quan trọng trong công việc","C.Tạo điều kiện để phát triển các kỹ năng mềm của người quản lý","D.Giúp đánh giá một cách khách quan và chính xác các kết quả công việc"
"5","20","single","Quản trị nhân sự là gì?","D","D.Quá trình thu nhận, sử dụng, đào tạo và phát triển nguồn nhân lực","A.Quá trình đào tạo người lao động","B.Quá trình tuyển dụng nhân sự","C.Quá trình đánh giá hiệu suất làm việc","D.Quá trình thu nhận, sử dụng, đào tạo và phát triển nguồn nhân lực"
"5","21","single","Nhận diện phương pháp nào dưới đây là cách thức giúp người học phát triển qua việc làm việc trực tiếp, thường xuyên với nhà quản trị có kinh nghiệm?","D","D.Lập ra các cương vị trợ lý","A.Đào tạo qua các hội nghị","B.Sự đề bạt tạm thời","C.Đào tạo lý thuyết tại lớp học","D.Lập ra các cương vị trợ lý"
"5","22","single","Đánh giá dựa trên mục tiêu giúp giảm thiếu yếu tố nào trong quá trình đánh giá?","D","D.Yếu tố chủ quan","A.Yếu tố tài chính","B.Yếu tố may măn","C.Yếu tố nhân sự","D.Yếu tố chủ quan"
"5","23","single","Tại sao một số tổ chức yêu cầu cấp dưới tự xếp hạng mình? A.Để cấp dưới tự nhận thức về hiệu quả công việc và so sánh với đánh giá","A","của cấp trên","của cấp trên","B.Để đánh giá khả năng quản lý của cấp trên","C.Để giảm tải công việc cho cấp trên","D.Để tăng cường mối quan hệ giữa cấp trên và cấp dưới"
"5","24","single","Trong hoạt động tuyển dụng, trắc nghiệm trí tuệ thường được dùng để đánh giá khía cạnh nào của ứng viên?","D","D.Tốc độ tư duy và trí nhớ","A.Kỹ năng nghề nghiệp","B.Phong cách làm việc","C.Sở thích cá nhân","D.Tốc độ tư duy và trí nhớ"
"5","25","single","Yếu tố nào KHÔNG thuộc nội dung của hoạt động phân tích công việc?","B","B.Sở thích cá nhân của người lao động","A.Các loại công việc cần thực hiện","B.Sở thích cá nhân của người lao động","C.Công cụ và trang thiết bị cần thiết","D.Mức lương và thời lượng làm việc"
