lesson_no,question_no,type,question,correct_letters,correct_answers,option_a,option_b,option_c,option_d
"3","6","single","Hệ thống các quy phạm pháp luật để điều chỉnh các quan hệ cùng loại trong một lĩnh vực nhất định của đời sống xã hội là:","B","Ngành luật","Định chế pháp luật","Ngành luật","Pháp luật","Chế định"
"3","7","single","Chỉ ra bộ phận trung tâm của một quy phạm pháp luật?","A","Quy định","Quy định","Chế tài","Giả định","Chế định"
"3","8","single","Xác định chế định bao gồm các quy phạm pháp luật về di sản thừa kế, người thừa kế?","D","Chế định về thừa kế","Chế định về hôn nhân và gia đình","Chế định về chia di sản thừa kế","Chế định về dân sự","Chế định về thừa kế"
"3","9","single","Chỉ ra ngành luật là cơ sở pháp lý của tất cả các chế định pháp luật?","D","Ngành luật Hiến pháp","Ngành luật Dân sự","Ngành luật Hành chính","Ngành luật Hình sự","Ngành luật Hiến pháp"
"3","10","single","Liệt kê các thành phần thuộc hệ thống pháp luật quốc tế?","D","Công pháp quốc tế; Tư pháp quốc tế","Công pháp quốc tế; Luật quốc tế","Công pháp quốc tế; Tư pháp quốc tế, Luật quốc tế","Luật quốc tế; Tư pháp quốc tế","Công pháp quốc tế; Tư pháp quốc tế"
"3","11","single","Xác định căn cứ để hệ thống pháp luật Việt Nam phân định thành các ngành luật cơ bản?","B","Đối tượng điều chỉnh và phương pháp điều chỉnh","Phương pháp điều chỉnh và nguồn của ngành luật","Đối tượng điều chỉnh và phương pháp điều chỉnh","Đối tượng điều chỉnh và nguồn của ngành luật","Đối tượng điều chỉnh, phương pháp điều chỉnh và nguồn của ngành luật"
"3","12","single","Xác định ngành luật điều chỉnh các quan hệ lao động giữa người lao động với người sử dụng lao động?","A","Ngành luật Lao động","Ngành luật Lao động","Ngành luật Hành chính","Ngành luật Tài chính","Ngành luật Dân sự"
"3","13","single","Xác định cơ sở hình thành các quy phạm pháp luật quốc tế?","D","Thỏa thuận giữa các quốc gia","Do một bên đưa ra","Tổ chức quốc tế đưa ra","Thỏa thuận giữa các tổ chức quốc tế","Thỏa thuận giữa các quốc gia"
"3","14","single","Liệt kê khách thể của công pháp quốc tế?","D","Tất cả các đáp án trên","Lãnh thổ quốc gia","Hành vi hợp pháp luật quốc tế","Khước từ hành vi trong quan hệ quốc tế","Tất cả các đáp án trên"
"3","15","single","Liệt kê các quan hệ pháp luật thuộc sự điều chỉnh của tư pháp quốc tế?","D","Quan hệ dân sự, lao động, hôn nhân và gia đình, tố tụng dân sự có yếu tố nước ngoài","Quan hệ dân sự và tố tụng dân sự có yếu tố nước ngoài","Quan hệ dân sự và hình sự có yếu tố nước ngoài","Các quan hệ pháp luật có yếu tố nước ngoài","Quan hệ dân sự, lao động, hôn nhân và gia đình, tố tụng dân sự có yếu tố nước ngoài"
"3","16","single","Liệt kê các đặc điểm của hệ thống pháp luật Việt Nam?","C","Tính khách quan, tính thống nhất hài hòa bên trong, sự phân chia hệ thống pháp luật","Tính khách quan, tính thống nhất hài hòa bên trong","Tính khách quan, tính thống nhất hài hòa bên trong, tính ổn định","Tính khách quan, tính thống nhất hài hòa bên trong, sự phân chia hệ thống pháp luật","Tính khách quan, tính thống nhất hài hòa bên trong, sự phân chia hệ thống pháp luật, tính ổn định"
"3","17","single","Xác định ngành luật là tổng thể điều gì?","D","Quy phạm pháp luật","Quy phạm pháp luật, quy định pháp luật","Quy phạm pháp luật, quy định pháp luật, pháp luật","Quy định pháp luật","Quy phạm pháp luật"
"3","18","single","Chỉ ra bộ phận bắt buộc trong cấu tạo một quy phạm pháp luật?","B","Giả định","Chế tài","Giả định","Quy định","Chế định"
"3","19","single","Chỉ ra ngành luật điều chỉnh các quan hệ trong quá trình tổ chức và hoạt động chấp hành- điều hành của các cơ quan nhà nước trên cả lĩnh vực chính trị, văn hóa, xã hội?","D","Ngành luật Hành chính","Ngành luật Dân sự","Ngành luật Hiến pháp","Ngành luật Hình sự","Ngành luật Hành chính"
"3","20","single","Xác định cấu tạo thường có trong một quy phạm pháp luật?","D","Giả định, quy định; Giả định, chế tài","Giả định, quy định, chế tài","Giả định, chế tài; Quy định, chế tài","Giả định, quy định; Quy định, chế tài","Giả định, quy định; Giả định, chế tài"
"3","21","single","Chỉ ra ngành luật điều chỉnh các quan hệ quan hệ xã hội phát sinh trong quá trình nhà nước huy động, phân phối và sử dụng những nguồn vốn tiền tệ nhất định?","A","Ngành luật Tài chính","Ngành luật Tài chính","Ngành luật Hành chính","Ngành luật Dân sự","Ngành luật Kinh tế"
"3","22","single","Chỉ ra ngành luật điều chỉnh các quan hệ nhân thân và quan hệ tài sản trong xã hội?","B","Ngành luật Dân sự","Ngành luật Hành chính","Ngành luật Dân sự","Ngành luật Hiến pháp","Ngành luật Hình sự"
"3","23","single","Hệ thống pháp luật Việt Nam có bao nhiêu đặc điểm?","C","Ba đặc điểm","Năm đặc điểm","Hai đặc điểm","Ba đặc điểm","Bốn đặc điểm"
"3","24","single","Chế định pháp luật còn được gọi là gì?","B","Định chế pháp luật","Ngành luật","Định chế pháp luật","Quy định chung","Quy định pháp luật"
"3","25","single","Xác định ngành luật quy định những hành vi nguy hiểm cho xã hội là tội phạm?","D","Ngành luật Hình sự","Ngành luật Dân sự","Ngành luật Hành chính","Ngành luật Tố tụng Hình sự","Ngành luật Hình sự"
"3","26","single","Phần tử cấu thành nhỏ nhất của hệ thống pháp luật là:","C","Quy phạm pháp luật","Chế định pháp luật","Quy định pháp luật","Quy phạm pháp luật","Ngành luật"
"3","27","single","Xác định ngành luật điều chỉnh các quan hệ xã hội liên quan tới việc sở hữu, quản lý và sử dụng đất đai?","C","Ngành luật Đất đai","Ngành luật Hành chính","Ngành luật Lao động","Ngành luật Đất đai","Ngành luật Tài chính"
"3","28","single","Xác định chủ thể cơ bản của công pháp quốc tế?","C","Các quốc gia và tổ chức quốc tế","Các tổ chức quốc tế trên thế giới","Các cá nhân, tổ chức trên thế giới","Các quốc gia và tổ chức quốc tế","Các quốc gia trên thế giới"
"3","29","single",". Văn bản quy phạm pháp luật có đặc điểm gì?","D","Cả A, B, C đều đúng.","Có chứa quy phạm pháp luật.","Do cơ quan nhà nước, người có thẩm quyền ban hành.","Hình thức, trình tự, thủ tục ban hành do luật quy định.","Cả A, B, C đều đúng."
"3","30","single",". Văn bản nào dưới đây không phải văn bản dưới luật?","C","Hiến pháp.","Pháp lệnh.","Lệnh.","Hiến pháp.","Nghị quyết."
"4","1","single","Ngành Luật Hiến pháp là một ngành như thế nào trong hệ thống pháp luật Việt Nam?","B","Một ngành luật chủ đạo trong hệ thống pháp luật Việt Nam","Một ngành luật tập trung vào vấn đề quốc tế","Một ngành luật chủ đạo trong hệ thống pháp luật Việt Nam","Một ngành luật phụ trợ trong hệ thống pháp luật Việt Nam","Một ngành luật chỉ điều chỉnh quan hệ kinh tế và chính trị"
"4","2","single","Trong hệ thống pháp luật Việt Nam, văn bản pháp luật nào có giá trị pháp lý cao nhất?","D","Hiến pháp","Nghị quyết của Quốc hội","Luật tổ chức Chính phủ","Pháp lệnh của Ủy ban Thường vụ Quốc hội","Hiến pháp"
"4","3","single","Vì sao Luật Hiến pháp được xem là ngành luật cơ bản và có vị trí quan trọng trong hệ thống pháp luật Việt Nam?","D","Vì Luật Hiến pháp điều chỉnh những quan hệ xã hội cơ bản và quan trọng nhất","Vì Luật Hiến pháp quy định chi tiết các ngành luật khác","Vì các luật khác không phụ thuộc vào Luật Hiến pháp","Vì Luật Hiến pháp có hiệu lực ngang bằng với các luật khác","Vì Luật Hiến pháp điều chỉnh những quan hệ xã hội cơ bản và quan trọng nhất"
"4","4","single","Hiến pháp Việt Nam năm 2013 quy định Nhà nước Việt Nam thuộc kiểu nhà nước nào?","A","Xã hội chủ nghĩa","Xã hội chủ nghĩa","Dân chủ tự do","Tư bản chủ nghĩa","Độc lập tự chủ"
"4","5","single","Xác định tổ chức nào là cơ sở chính trị của chính quyền nhân dân theo Điều 9 Hiến pháp năm 2013?","D","Mặt trận Tổ quốc Việt Nam","Quốc hội","Hội đồng nhân dân","Các cơ quan hành pháp","Mặt trận Tổ quốc Việt Nam"
"4","6","single","Xác định đặc điểm của nền kinh tế thị trường định hướng xã hội chủ nghĩa của Việt Nam?","B","Nhà nước giữ vai trò chủ đạo và khuyến khích các thành phần kinh tế khác hợp tác, cạnh tranh theo pháp luật","Nền kinh tế vận hành dựa trên các nguyên tắc thị trường tự do tuyệt đối","Nhà nước giữ vai trò chủ đạo và khuyến khích các thành phần kinh tế khác hợp tác, cạnh tranh theo pháp luật","Nền kinh tế dựa trên sở hữu tư nhân là chủ đạo","Các thành phần kinh tế được coi là không quan trọng"
"4","7","single","Xác định đáp án đúng khi so sánh quyền bất khả xâm phạm về thân thể và quyền tự do ngôn luận?","C","Quyền bất khả xâm phạm về thân thế thuộc quyền cơ bản, còn quyền tự do ngôn luận thuộc quyền tự do dân chủ","Cả hai quyền đều thuộc nghĩa vụ công dân","Cả hai quyền đều thuộc nhóm quyền kinh tế","Quyền bất khả xâm phạm về thân thế thuộc quyền cơ bản, còn quyền tự do ngôn luận thuộc quyền tự do dân chủ","Không có điểm khác biệt giữa hai quyền này"
"4","8","single","Xác định ý nghĩa việc thực hiện nghĩa vụ nộp thuế của công dân?","A","Đảm bảo công bằng xã hội và góp phần phát triển đất nước","Đảm bảo công bằng xã hội và góp phần phát triển đất nước","Giúp bảo vệ an ninh quốc gia","Là nghĩa vụ tự nguyện, không bắt buộc","Đảm bảo quyền tự do kinh doanh"
"4","9","single","Xác định công dân có quyền tự do tín ngưỡng như thế nào theo quy định tại Điều 24 Hiến pháp năm 2013?","D","Công dân được tự do lựa chọn và thực hiện tín ngưỡng của mình","Chỉ áp dụng cho những tôn giáo được nhà nước công nhận","Công dân buộc phải tuân theo tín ngưỡng truyền thống","Công dân không có quyền thay đổi tín ngưỡng","Công dân được tự do lựa chọn và thực hiện tín ngưỡng của mình"
"4","10","single","Theo Hiến pháp năm 2013, cơ quan nào là cơ quan quyền lực nhà nước cao nhất của nước Cộng hòa Xã hội Chủ nghĩa Việt Nam?","D","Quốc hội","Tòa án nhân dân","Chủ tịch nước","Chính phủ","Quốc hội"
"4","11","single","Hệ thống các cơ quan tư pháp của Nhà nước Việt Nam bao gồm cơ quan nào sau đây?","B","Tòa án nhân dân và Viện kiểm sát nhân dân","Quốc hội và Hội đồng nhân dân","Tòa án nhân dân và Viện kiểm sát nhân dân","Chính phủ và Bộ Tư pháp","Chủ tịch nước và Chính phủ"
"4","12","single","Xác định sự khác biệt giữa quyền lập pháp và quyền hành pháp của Nhà nước?","B","Quyền lập pháp thuộc Quốc hội, quyền hành pháp thuộc Chính phủ","Quyền lập pháp và hành pháp không phân định rõ ràng","Quyền lập pháp thuộc Quốc hội, quyền hành pháp thuộc Chính phủ","Cả quyền lập pháp và hành pháp đều thuộc về Tòa án nhân dân","Quyền lập pháp thuộc Chính phủ, quyền hành pháp thuộc Quốc hội"
"4","13","single","Xác định vai trò của Hội đồng nhân dân và Ủy ban nhân dân các cấp trong chính quyền địa phương? Hội đồng nhân dân quyết định các vấn đề của địa phương, Ủy ban nhân dân là cơ","A","quan chấp hành","quan chấp hành","Hội đồng nhân dân là cơ quan chấp hành, Ủy ban nhân dân là cơ quan quyền lực","Cả hai cơ quan đều thực hiện chức năng giám sát hoạt động của Quốc hội","Cả hai đều chịu trách nhiệm trước Chính phủ"
"4","14","single","Xác định quyền của Chủ tịch nước liên quan đến đối ngoại?","A","Cử và triệu hồi đại sứ đặc mệnh toàn quyền","Cử và triệu hồi đại sứ đặc mệnh toàn quyền","Quyết định phong quân hàm cấp tướng","Phê chuẩn các thành viên của Chính phủ","Công bố Hiến pháp và luật"
"4","15","single","Tại sao Quốc hội được gọi là cơ quan quyền lực cao nhất của nhân dân?","B","Vì Quốc hội là cơ quan duy nhất có quyền lập pháp và quyết định các vấn đề quan trọng của đất nước","Vì Quốc hội chỉ chịu sự giám sát của Đảng","Vì Quốc hội là cơ quan duy nhất có quyền lập pháp và quyết định các vấn đề quan trọng của đất nước","Vì Quốc hội kiểm soát toàn bộ hoạt động của Chính phủ","Vì Quốc hội được bầu chọn trực tiếp bởi nhân dân và thực hiện quyền tư pháp"
"4","16","single","Phương pháp điều chỉnh của Luật Hiến pháp là gì?","A","Phương pháp bắt buộc, quyền uy, định nghĩa","Phương pháp bắt buộc, quyền uy, định nghĩa","Phương pháp tự nguyện, linh hoạt","Phương pháp tập trung, định hướng","Phương pháp thương lượng, thỏa thuận"
"4","17","single","Quan hệ xã hội nào sau đây chịu sự điều chỉnh của Ngành Luật Hiến Pháp?","C","Quan hệ về quyền con người và tổ chức nhà nước","Quan hệ kinh tế và quốc tế","Quan hệ giữa các doanh nghiệp","Quan hệ về quyền con người và tổ chức nhà nước","Quan hệ quốc tế và quyền bầu cử"
"4","18","single","Xác định ý nghĩa chính của quy định ""Nước Cộng hòa xã hội chủ nghĩa Việt Nam là một quốc gia độc lập, có chủ quyền, thống nhất và toàn vẹn lãnh thổ"" theo Điều 1 Hiến pháp năm 2013?","D","Khẳng định tính toàn vẹn lãnh thổ và chống lại sự xâm phạm","Đảm bảo hòa bình trong khu vực","Bảo vệ quyền lợi của các cá nhân","Thúc đẩy hợp tác kinh tế quốc tế","Khẳng định tính toàn vẹn lãnh thổ và chống lại sự xâm phạm"
"4","19","single","Xác định đáp án đúng khi phân biệt quyền bất khả xâm phạm về đời sống riêng tư và quyền tự do cư trú?","A","Quyền bất khả xâm phạm về đời sống riêng tư thuộc về bảo mật thông tin cá nhân, quyền tự do cư trú liên quan đến nơi sinh sống hợp pháp","Quyền bất khả xâm phạm về đời sống riêng tư thuộc về bảo mật thông tin cá nhân, quyền tự do cư trú liên quan đến nơi sinh sống hợp pháp","Cả hai quyền đều không được quy định trong Hiến pháp năm 2013","Hai quyền này không có sự khác biệt về nội dung","Quyền tự do cư trú bao gồm quyền được bảo mật thông tin cá nhân"
"4","20","single","Xác định nhiệm vụ của Tòa án nhân dân?","B","Xét xử các vụ án theo quy định của pháp luật","Tham gia xây dựng luật tại Quốc hội","Xét xử các vụ án theo quy định của pháp luật","Giám sát hoạt động của Chính phủ","Thực hành quyền công tố"
"4","21","single","Xác định Chính phủ Việt Nam chịu trách nhiệm trước cơ quan nào?","A","Quốc hội","Quốc hội","Ủy ban Thường vụ Quốc hội","Tòa án nhân dân tối cao","Chủ tịch nước"
"4","22","single","Xác định ý nghĩa về quyền sống được quy định trong Hiến pháp năm 2013?","B","Tính mạng con người được pháp luật bảo vệ, không ai bị tước đoạt trái pháp luật","Công dân có quyền tự do làm mọi điều mình muốn","Tính mạng con người được pháp luật bảo vệ, không ai bị tước đoạt trái pháp luật","Mọi người có quyền yêu cầu nhà nước bảo vệ tài sản cá nhân","Không ai bị xâm phạm về danh dự, nhân phẩm"
"4","23","single","Xác định quyền nào dưới đây thuộc nhóm quyền chính trị của công dân?","C","Quyền bầu cử, ứng cử","Quyền tự do tín ngưỡng","Quyền học tập","Quyền bầu cử, ứng cử","Quyền sở hữu tư liệu sản xuất"
"4","24","single","Nhiệm kỳ của Quốc hội Việt Nam kéo dài bao nhiêu năm?","B","5 năm","4 năm","5 năm","3 năm","6 năm"
"4","25","single","Xác định cơ quan nào thực hành quyền công tố và kiểm sát hoạt động tư pháp?","C","Viện kiểm sát nhân dân","Hội đồng nhân dân","Bộ Tư pháp","Viện kiểm sát nhân dân","Tòa án nhân dân"
"4","26","single","Xác định đáp án đúng khi nó đến quyền bầu cử và ứng cử? Quyền này chỉ áp dụng cho người trên 21 tuôi","D","nước","Công dân có thể thực hiện hoặc không thực hiện quyền này tự ý","Quyền này không liên quan đến nghĩa vụ công dân","Là quyền cơ bản, giúp công dân tham gia vào quá trình quản lý và xây dựng nhà","nước"
"4","27","single","Xách định cách thức nhân dân thực hiện quyền lực nhà nước quy định tại điều 6 Hiến pháp năm 2013 ?","B","Bằng dân chủ trực tiếp và dân chủ đại diện","Bằng việc tham gia các tổ chức xã hội","Bằng dân chủ trực tiếp và dân chủ đại diện","Chỉ thông qua Quốc Hội","Qua hệ thống chính quyền địa phương"
"4","28","single","Điều nào sau đây không phải là quyền cơ bản của công dân theo Hiến pháp 2013?","C","Quyền sở hữu đất đai","Quyền tự do ngôn luận","Quyền tự do tín ngưỡng","Quyền sở hữu đất đai","Quyền tự do cư trú"
"4","29","single","Để bảo vệ quyền lợi của công dân, việc quy định quyền và nghĩa vụ của công dân trong Hiến pháp có ý nghĩa gì?","B","Đảm bảo sự bình đẳng trong xã hội","Tăng cường quyền lực của Nhà nước","Đảm bảo sự bình đẳng trong xã hội","Giảm thiểu sự tham gia của công dân vào chính trị","Tạo điều kiện cho chính phủ thực thi quyền lực"
"4","30","single","Một trong những vai trò quan trọng của Quốc hội theo Hiến pháp 2013 là gì?","B","Giám sát hành vi của các cơ quan Nhà nước","Điều hành hoạt động của Chính phủ","Giám sát hành vi của các cơ quan Nhà nước","Phê chuẩn các quyết định của Tổng thống","Xây dựng các chính sách ngoại giao"
"5","1","single","Luật Hành chính điều chỉnh những quan hệ xã hội nào?","A","Quan hệ giữa cơ quan nhà nước có thẩm quyền chung và cơ quan nhà nước có thẩm quyền chuyên môn","Quan hệ giữa cơ quan nhà nước có thẩm quyền chung và cơ quan nhà nước có thẩm quyền chuyên môn","Quan hệ giữa công dân và Đại biểu quốc hội","Quan hệ giữa các tổ chức phi chính phủ","Quan hệ giữa các quốc gia với nhau"
"5","2","single","Nhóm quan hệ nào sau đây không thuộc đối tượng điều chỉnh của Luật hành chính?","B","Quan hệ giữa các tổ chức chính trị với nhau","Quan hệ giữa cơ quan hành chính nhà nước với các tổ chức xã hội","Quan hệ giữa các tổ chức chính trị với nhau","Quan hệ giữa cơ quan hành chính nhà nước với công dân","Quan hệ giữa cơ quan hành chính nhà nước với các đơn vị kinh tế"
"5","3","single","Tại sao các quan hệ giữa cơ quan hành chính nhà nước với công dân lại quan trọng trong Luật hành chính?","D","Để đảm bảo quyền lợi và nghĩa vụ của công dân được thực hiện","Để kiểm soát hành vi của công dân","Để bảo vệ quyền lợi cho các cơ quan nhà nước","Đề tăng cường sự can thiệp của nhà nước vào đời sống cá nhân","Để đảm bảo quyền lợi và nghĩa vụ của công dân được thực hiện"
"5","4","single","Anh Minh mở một quán cà phê nhưng không đăng ký kinh doanh theo quy định của pháp luật. Hành vi của anh Minh minh họa cho loại vi phạm pháp luật nào?","B","Vi phạm hành chính","Vi phạm dân sự","Vi phạm hành chính","Vi phạm hình sự","Không vi phạm"
"5","5","single","Công ty TNHH ABC, chuyên sản xuất đồ gia dụng, đã tiến hành sản xuất sản phẩm mà không có giấy phép cần thiết từ cơ quan quản lý nhà nước. Hơn nữa, trong quá trình sản xuất, công ty này đã thải chất thải ra môi trường mà không thực hiện các biện pháp xử lý theo quy định. Lựa chọn yếu tố thuộc một chủ quan của vi phạm hành chính?","B","Lỗi cố ý trực tiếp nhằm mục đích giảm chi phí sản xuất","Quyền và lợi ích hợp pháp của nhà nước","Lỗi cố ý trực tiếp nhằm mục đích giảm chi phí sản xuất","Hành vi sản xuất sản phẩm mà có giấy phép cần thiết, thái chất thải chưa xử lý trực tiếp ra môi trường","Quyền và lợi ích của nhà nước, quyền lợi và sức khỏe cộng đồng"
"5","6","single","Để giảm tiên thuế thu nhập cá nhân cho các lãnh đạo, chị Tổng Thu Giang - Kế toán trưởng tại công ty Cổ phần G.T - đã chỉ đạo kế toán phân chia khoản tiền của các lãnh đạo rồi chuyển nhờ nhiều lần vào các tài khoản của nhân viên có mức lương thấp. Phần thuế thu nhập cá nhân của các lãnh đạo phải nộp là rất ít, thậm chí không phải nộp. Cán bộ thuế đã phát hiện ra hành vi sai trái đó và xử lý sai phạm. Mặt khách quan của vi phạm được thể hiện qua yếu tố nào?","D","Hành vi trốn thuế thu nhập cá nhân","Hành về quản lý tài chính không hiệu quá","Hành vi thực hiện nghĩa vụ nộp thuế không đúng thời hạn","Hành vi chuyển tiên cho nhân viên","Hành vi trốn thuế thu nhập cá nhân"
"5","7","single","Nguyễn Văn B (15 tuổi) đã tham gia cũng một nhóm bạn dọa dẫm các bạn học, la hét gây rối trật tự công cộng tại trường học. Hành vi của B sẽ bị xử lý như thế nào theo quy định của pháp luật?","A","Bị xử phạt hành chính với hình thức cảnh cáo","Bị xử phạt hành chính với hình thức cảnh cáo","Bị đưa vào cơ sở giáo dục","Không bị xử lý vì là trẻ vị thành niên","Bị truy cứu trách nhiệm hình sự"
"5","8","single","Anh A vi phạm hành chính và bị phạt tiền vi phạm với mức phạt 1.500.000 đồng. Lựa chọn hình thức xử lý vi phạm hành chính áp dụng đối với anh A là loại hình thức nào theo quy định của Luật xử lý vi phạm hành chính?","D","Hình thức xử phạt chính","Hình thức xử phạt bổ sung","Hình thức cảnh cáo","Vừa là hình thức xử phạt chính vừa là hình thức xử phạt bổ sung","Hình thức xử phạt chính"
"5","9","single","Đặc điểm nào dưới đây không phải là đặc điểm của khiếu nại?","A","Khiếu nại nhằm đề nghị xem xét lại quyết định hành chính, hành vi hành chính","Khiếu nại nhằm đề nghị xem xét lại quyết định hành chính, hành vi hành chính","Khiếu nại chỉ áp dụng cho quyết định kỷ luật của cán bộ, công chức","Khiếu nại phải tuân theo thủ tục luật định","Khiếu nại có thể được thực hiện bởi bất kỳ ai"
"5","10","single","Tố cáo được định nghĩa là gì theo Luật Tố cáo năm 2018?","B","Việc công dân báo cho cơ quan có thẩm quyền về hành vi vi phạm pháp luật","Việc công dân khiếu nại về quyết định hành chính","Việc công dân báo cho cơ quan có thẩm quyền về hành vi vi phạm pháp luật","Việc cơ quan nhà nước tự kiểm tra hành vi của mình","Việc công dân yêu cầu cơ quan nhà nước xem xét lại quyết định hành chính"
"5","11","single","Anh Nguyễn Văn Nam gửi đơn yêu cầu xem xét lại quyết định của cơ quan thuế về việc yêu cầu nộp thêm thuế vì cho rằng quyết định này không đúng. Đây là ví dụ về:","B","Khiếu nại","Phản ánh","Khiếu nại","Tố cáo","Kiến nghị"
"5","12","single","Anh Phạm Minh Vĩ, cán bộ của UBND huyện T phát hiện đồng nghiệp là anh Hoàng Văn Huy nhận hối lộ từ nhà thầu để được nhận sự hỗ trợ trúng thầu một công trình của huyện. Anh Vĩ đã báo cho Chủ tịch UBND huyện về hành vi của anh Huy. Hành vi của anh Vĩ là ví dụ về","D","Tố cáo","Phán ánh","Tham những","Khiếu nại","Tố cáo"
"5","13","single","Nhận định nào sau đây đúng về chủ thể khiếu nại và tố cáo?","D","Chủ thể thực hiện quyền khiếu nại rộng hơn chủ thể thực hiện quyền tố cáo","Chú thế khiếu nại là cơ quan hành chính nhà nước còn chủ thể tố cáo là công dân","Chủ thể thực hiện quyền khiếu nại ít hơn chủ thể thực hiện quyền tố cáo","Chủ thể thực hiện quyền khiếu nại và tố cáo phải có năng lực chịu trách nhiệm pháp lý","Chủ thể thực hiện quyền khiếu nại rộng hơn chủ thể thực hiện quyền tố cáo"
"5","14","single","Chị Nguyễn Thị Hạnh không đồng ý với quyết định của Ủy ban nhân dân huyện Hoài Đức về việc thu hồi giấy phép kinh doanh của mình. Chị Hạnh đã làm đơn khiếu nại gửi đến cơ quan chức năng. Hãy xác đình cơ quan nào có thẩm quyền giải quyết khiếu nại của chị Hạnh?","D","Ủy ban nhân dân TP Hà Nội","Tòa án nhân dân TP Hà Nội","Tòa án nhân dân huyện Hoài Đức","Ủy ban nhân dân huyện Hoài Đức","Ủy ban nhân dân TP Hà Nội"
"5","15","single","Lựa chọn đáp án đúng trong các câu sau?","A","Đối với mỗi vị phạm hành chính, cá nhân, tổ chức vi phạm hành chính chỉ bị áp dụng một hình thức xử phạt chính, có thể bị áp dụng một hoặc nhiều hình thức xử phạt bổ sung","Đối với mỗi vị phạm hành chính, cá nhân, tổ chức vi phạm hành chính chỉ bị áp dụng một hình thức xử phạt chính, có thể bị áp dụng một hoặc nhiều hình thức xử phạt bổ sung","Chủ thể vi phạm hành chính chỉ bị phạt tiền đối với mỗi hành vi vi phạm hành chính","Đối với mỗi vi phạm hành chính, cá nhân, tổ chức vi phạm hành chính chỉ bị áp dụng nhiều hình thức xử phạt chính, có thể bị áp dụng một thức xử phạt bổ sung","Đối với mỗi vi phạm hành chính, cá nhân, tổ chức vi phạm hành chính chỉ bị áp dụng một hình thức xử phạt bổ sung"
"5","16","single","Tính chất chấp hành của quản lý hành chính thể hiện qua điều gì?","B","Đảm bảo thực hiện thực tế các văn bản pháp luật của cơ quan quyền lực nhà nước","Đảm bảo thực hiện ý kiến, nguyện vọng của công dân","Đảm bảo thực hiện thực tế các văn bản pháp luật của cơ quan quyền lực nhà nước","Đảm bảo thực hiện thực tế các văn bản của cơ quan hành chính nhà nước","Đảm bảo thực hiện đường lối của Đảng"
"5","17","single","Phương pháp điều chỉnh của ngành Luật Hành chính là gì?","D","Phương pháp mệnh lệnh","Phương pháp quyền uy","Phương pháp công bằng","Phương pháp dân chủ","Phương pháp mệnh lệnh"
"5","18","single","Công ty sản xuất thực phẩm XZ bị cơ quan chức năng phát hiện không đảm bảo vệ sinh an toàn thực phẩm trong quá trình sản xuất. Công ty này sẽ bị xử lý như thế nào?","B","Bị xử phạt hành chính và yêu cầu khắc phục","Không bị xử lý","Bị xử phạt hành chính và yêu cầu khắc phục","Bị đình chỉ hoạt động vĩnh viễn","Bị truy cứu trách nhiệm hình sự"
"5","19","single","Công ty TNHH ABC đã tiến hành sản xuất đồ gia dụng mà không có giấy phép cần thiết từ cơ quan quản lý nhà nước. Hơn nữa, trong quá trình sản xuất, công ty này đã thải chất thải ra môi trường mà không thực hiện các biện pháp xử lý theo quy định. Lựa chọn khách thể của vi phạm hành chính?","C","Quyền và lợi ích của nhà nước, quyền lợi và sức khỏe cộng đồng","Quyền và lợi ích hợp pháp của nhà nước","Lỗi cố ý trực tiếp","Quyền và lợi ích của nhà nước, quyền lợi và sức khỏe cộng đồng","Hành vi sản xuất sản phẩm mà có giấy phép cần thiết, thải chất thải chưa xử lý trực tiếp ra môi trường"
"5","20","single","Nguyễn Văn Mạnh (quê ở Bắc Kạn) xuống Thái Nguyên làm việc và ở trọ tại phường Đồng Quang, TP Thái Nguyên. Ngày 20/02/2020, Công an phường đi kiểm tra hành chính phát hiện anh Mạnh chưa đăng ký tạm trú và xử phạt anh Mạnh 500.000 đồng. Hãy lựa chọn khách thể của vi phạm hành chính trên?","B","Quy tắc quản lý nhà nước về cư trú","Quy tắc quản lý nhà nước về cư trú và quyền lợi của công an phường","Quy tắc quản lý nhà nước về cư trú","Quy tắc quản lý nhà nước về cư trú và quyền lợi của nhà nước","Quy tắc quản lý nhà nước về hộ tịch"
"5","21","single","Khiếu nại là gì theo quy định của Luật Khiếu nại năm 2011?","D","Việc công dân đề nghị cơ quan nhà nước xem xét lại quyết định hành chính","Việc cán bộ, công chức yêu cầu xem xét lại quyết định của cấp trên","Việc cơ quan hành chính tự kiểm tra quyết định của mình","Việc công dân kiện ra tòa án về một quyết định hành chính","Việc công dân đề nghị cơ quan nhà nước xem xét lại quyết định hành chính"
"5","22","single","Xác định điểm khác biệt chính giữa đối tượng khiếu nại và tố cáo?","B","Khiếu nại liên quan đến quyết định hành chính, trong khi tố cáo liên quan đến hành vi vi phạm pháp luật","Đối tượng khiếu nại rộng hơn đối tượng tố cáo","Khiếu nại liên quan đến quyết định hành chính, trong khi tố cáo liên quan đến hành vi vi phạm pháp luật","Khiếu nại chỉ áp dụng cho cá nhân, tố cáo áp dụng cho tổ chức","Tố cáo không cần lý do cụ thể, trong khi khiếu nại thì có"
