lesson_no,question_no,type,question,correct_letters,correct_answers,option_a,option_b,option_c,option_d
"3","25","single","CRM giúp doanh nghiệp như thế nào trong nghiên cứu thị trường?","C","Phân tích thông tin khách hàng để đưa ra chiến lược cá nhân hóa","Tăng tốc độ giao hàng","Quản lý chuỗi cung ứng toàn cầu","Phân tích thông tin khách hàng để đưa ra chiến lược cá nhân hóa","Giảm chi phí quảng cáo"
"3","26","single","Đặc điểm nào sau đây giúp thị trường điện tử tối ưu hóa chi phí?","D","Sử dụng công nghệ số hiện đại.","Sử dụng nhiều địa điểm giao dịch.","Phụ thuộc vào giấy tờ thủ công.","Đòi hỏi đội ngũ nhân viên đông đảo.","Sử dụng công nghệ số hiện đại."
"3","27","single","Một trong những đặc điểm của thị trường điện tử là:","B","Giao dịch 24/7 và không bị giới hạn bởi thời gian.","Chỉ giao dịch trong giờ hành chính.","Giao dịch 24/7 và không bị giới hạn bởi thời gian.","Hạn chế trong phạm vi địa lý.","Giao dịch qua trung gian vật lý."
"3","28","single","Nền tảng nào sau đây không phải là nền tảng TMĐT?","D","Giao Hàng Nhanh","Lazada.","Tiki.","Shopee.","Giao Hàng Nhanh"
"3","29","single","Thị trường điện từ là gì?","B","Một nền tảng trực tuyến nơi hàng hóa và dịch vụ được mua bán thông qua internet","Nơi diễn ra các giao dịch thương mại trực tiếp giữa người mua và người bán","Một nền tảng trực tuyến nơi hàng hóa và dịch vụ được mua bán thông qua internet","Một trung tâm thương mại truyền thống nhưng có ứng dụng công nghệ","Hệ thống cửa hàng vật lý kết hợp với website bán hàng"
"3","30","single","Yếu tố nào quan trọng nhất để một thị trường điện tử phát triển bền vững?","B","Hệ thống bảo mật và niềm tin của khách hàng","Số lượng người bán tham gia","Hệ thống bảo mật và niềm tin của khách hàng","Chi phí vận hành thấp","Số lượng quảng cáo hiển thị trên nền tảng"
"4","1","single","Khái niệm kế hoạch kinh doanh trong TMĐT là gì?","D","Một bản mô tả các yếu tố kinh doanh và vai trò của chúng","Một phương pháp quản lý nguồn lực","Một hệ thống các quy trình nội bộ","Một kế hoạch tài chính của doanh nghiệp","Một bản mô tả các yếu tố kinh doanh và vai trò của chúng"
"4","2","single","Mục tiêu chính của kế hoạch kinh doanh là gì?","B","Đáp ứng nhu cầu của khách hàng và tạo ra giá trị","Tăng cường hợp tác quốc tế","Đáp ứng nhu cầu của khách hàng và tạo ra giá trị","Tăng trưởng doanh số bán hàng","Giảm thiểu chi phí vận hành"
"4","3","single","Kế hoạch kinh doanh có liên quan chặt chẽ nhất đến yếu tố nào sau đây?","C","Mục tiêu giá trị và doanh thu","Kế hoạch tài chính","Chiến lược marketing","Mục tiêu giá trị và doanh thu","Phương thức bán hàng"
"4","4","single","Mục tiêu của kế hoạch kinh doanh TMĐT là gì?","C","Liên kết mục tiêu dự án với chiến lược kinh doanh tổng thể","Mở rộng quy mô sản xuất","Giảm chi phí đầu tư","Liên kết mục tiêu dự án với chiến lược kinh doanh tổng thể","Hỗ trợ tuyển dụng nhân viên giỏi"
"4","5","single","Tại sao lập kế hoạch kinh doanh được coi là bước quan trọng nhất trong TMĐT?","B","Vì nó đảm bảo tính khả thi và bền vững của dự án","Vì nó thúc đẩy hoạt động kinh doanh quốc tế","Vì nó đảm bảo tính khả thi và bền vững của dự án","Vì nó hỗ trợ xây dựng đội ngũ nhân sự mạnh","Vì nó tăng cường năng lực cạnh tranh nội bộ"
"4","6","single","Điểm khác biệt chính của kế hoạch kinh doanh TMĐT so với truyền thống là gì?","D","Xây dựng các chiến lược kinh doanh, chiến dịch Marketing trên nền tảng số.","Có nhiều nhân viên hơn.","Sử dụng các công cụ marketing truyền thống","Có khả năng xác định nhóm khách hàng mục tiêu.","Xây dựng các chiến lược kinh doanh, chiến dịch Marketing trên nền tảng số."
"4","7","single","Mô hình doanh thu nào sau đây thuộc TMĐT?","B","Mô hình doanh thu quảng cáo","Mô hình doanh thu từ lợi nhuận tái đầu tư","Mô hình doanh thu quảng cáo","Mô hình doanh thu từ khoản vay ngân hàng","Không có đáp án đúng"
"4","8","single","Câu hỏi then chốt khi xác định nhân tố ""Lợi thế cạnh tranh"" trong kế hoạch kinh doanh là gì?","A","Sản phẩm nào mang lại giá trị cá biệt hóa?","Sản phẩm nào mang lại giá trị cá biệt hóa?","Doanh nghiệp cần bao nhiêu vốn đầu tư?","Đội ngũ nhân sự của doanh nghiệp gồm bao nhiêu người?","Thị trường cần bao nhiêu thời gian để thâm nhập?"
"4","9","single","Tại sao mục tiêu giá trị là yếu tố cốt lõi của kế hoạch kinh doanh?","D","Vì nó định nghĩa rõ ràng lý do khách hàng lựa chọn doanh nghiệp","Vì nó tăng cường khả năng quản lý tài chính","Vì nó tạo ra nguồn thu nhập chính cho doanh nghiệp","Vì nó nâng cao uy tín doanh nghiệp trên thị trường quốc tế","Vì nó định nghĩa rõ ràng lý do khách hàng lựa chọn doanh nghiệp"
"4","10","single","Mô hình doanh thu quảng cáo mang lại lợi ích gì cho doanh nghiệp?","C","Thu phí từ các đối tác quảng cáo trên nền tảng trực tuyến","Tăng doanh thu từ việc bán hàng trực tiếp","Đáp ứng nhu cầu cá biệt hóa sản phẩm của khách hàng","Thu phí từ các đối tác quảng cáo trên nền tảng trực tuyến","Tăng chi phí quản lý nội bộ"
"4","11","single","Tại sao môi trường cạnh tranh là một yếu tố quan trọng trong TMĐT?","B","Vì nó xác định vị trí doanh nghiệp trên thị trường","Vì nó giúp doanh nghiệp tối ưu hóa chi phí sản xuất","Vì nó xác định vị trí doanh nghiệp trên thị trường","Vì nó giúp dự đoán nhu cầu của khách hàng tiềm năng","Vì nó tăng khả năng huy động vốn từ bên ngoài"
"4","12","single","Điều gì tạo nên một kế hoạch kinh doanh hiệu quả trong TMĐT?","C","Phối hợp các yếu tố thị trường và chiến lược doanh thu","Tăng cường năng lực quản lý đội ngũ nhân sự","Hạn chế tối đa các khoản đầu tư ban đầu","Phối hợp các yếu tố thị trường và chiến lược doanh thu","Tăng cường hợp tác với các cơ quan chính phủ"
"4","13","single","Tại sao mục tiêu giá trị là yếu tố cốt lõi trong việc xây dựng kế hoạch kinh doanh?","A","Vì nó xác định cụ thể lý do vì sao khách hàng chọn sản phẩm/dịch vụ của doanh nghiệp","Vì nó xác định cụ thể lý do vì sao khách hàng chọn sản phẩm/dịch vụ của doanh nghiệp","Vì nó giúp tối ưu hóa các quy trình nội bộ của doanh nghiệp","Vì nó xác định cách doanh nghiệp thâm nhập thị trường mới","Vì nó giảm chi phí quản lý nhân sự"
"4","14","single","Làm thế nào doanh nghiệp có thể tạo lợi thế cạnh tranh lâu dài trên thị trường?","D","Bằng cách phát triển các yếu tố không thể sao chép, như bằng sáng chế hoặc nhãn hiệu độc quyền","Bằng cách hợp tác với đối thủ để chia sẻ lợi nhuận","Bằng cách giảm giá sản phẩm liên tục","Bằng cách tăng số lượng sản phẩm bán ra trong ngắn hạn","Bằng cách phát triển các yếu tố không thể sao chép, như bằng sáng chế hoặc nhãn hiệu độc quyền"
"4","15","single","Giả sử trong tương lai Anh/chị là nhà quản trị doanh nghiệp TMĐT, Anh/chị sẽ xây dựng kế hoạch kinh doanh như thế nào để tối ưu hóa lợi nhuận?","D","Áp dụng mô hình bán hàng kết hợp quảng cáo trực tuyến, tích hợp các công cụ như chatbot, Al trong quá trình bán hàng và chăm sóc khách hàng sau mua.","Tăng giá bán sản phẩm trên các nền tảng trực tuyến, tìm kiếm những nguồn hàng rẻ nhất để bán với giá tối ưu nhất.","Hạn chế đầu tư vào dịch vụ khách hàng và cá nhân hoá vì quá tốn kém.","Giảm chi phí vận chuyển bằng cách hợp tác với các công ty logistics giá rẻ","Áp dụng mô hình bán hàng kết hợp quảng cáo trực tuyến, tích hợp các công cụ như chatbot, Al trong quá trình bán hàng và chăm sóc khách hàng sau mua."
"4","16","single","Nhân tố Mục tiêu giá trị của doanh nghiệp trong kế hoạch kinh doanh là gì?","A","Đáp ứng nhu cầu khách hàng và tạo ra sự khác biệt","Đáp ứng nhu cầu khách hàng và tạo ra sự khác biệt","Tìm hiểu đối thủ cạnh tranh","Tăng cường khả năng tiếp cận thị trường","Phân khúc khách hàng"
"4","17","single","Một trong các bước lập kế hoạch kinh doanh TMĐT là gì?","C","Tính toán lợi ích và chi phí dự án TMĐT","Tìm kiếm khách hàng tiềm năng","Xây dựng quy trình vận hành nhân sự","Tính toán lợi ích và chi phí dự án TMĐT","Đánh giá chất lượng sản phẩm"
"4","18","single","Làm thế nào để kế hoạch doanh thu góp phần vào sự thành công của doanh nghiệp?","B","Tối ưu hóa các nguồn thu nhập và lợi nhuận từ các hoạt động kinh doanh","Giúp doanh nghiệp phân tích hành vi đối thủ","Tối ưu hóa các nguồn thu nhập và lợi nhuận từ các hoạt động kinh doanh","Đưa ra các phương án quảng cáo trực tuyến Nâng cao khả năng vận hành hệ thống công nghệ","Nâng cao khả năng vận hành hệ thống công nghệ"
"4","19","single","Hãy xác định câu hỏi then chốt khi phân tích yếu tố Cơ hội thị trường?","D","Thị trường mà doanh nghiệp phục vụ là gì?","Đối thủ cạnh tranh chính của doanh nghiệp là ai?","Tại sao khách hàng lựa chọn doanh nghiệp?","Kế hoạch phát triển đội ngũ nhân sự là gì?","Thị trường mà doanh nghiệp phục vụ là gì?"
"4","20","single","Kế hoạch kinh doanh có vai trò gì trong việc xác định lợi thế cạnh tranh của doanh nghiệp?","A","Tạo ra sự khác biệt về giá trị và dịch vụ so với đối thủ","Tạo ra sự khác biệt về giá trị và dịch vụ so với đối thủ","Đưa ra các quyết định đầu tư","Giúp tăng cường sự trung thành của khách hàng","Tăng cường hiệu quả quản lý nội bộ doanh nghiệp"
"4","21","single","Khi một doanh nghiệp phát triển chiến lược thị trường, yếu tố quan trọng cần xem xét là gì?","D","Đưa sản phẩm/dịch vụ đến đúng khách hàng tiềm năng","Tăng cường hợp tác với các nhà cung cấp dịch vụ vận chuyển","Phân tích mức giá của các đối thủ cạnh tranh","Xây dựng đội ngũ nhân sự chuyên môn cao","Đưa sản phẩm/dịch vụ đến đúng khách hàng tiềm năng"
"4","22","single","Đối thủ cạnh tranh gián tiếp là ai?","D","Các doanh nghiệp hoạt động trên các lĩnh vực khác nhưng có sự cạnh tranh về lợi ích của khách hàng","Các nhà đầu tư tài chính cho các doanh nghiệp khác","Các nhà cung cấp nguyên liệu cho doanh nghiệp","Các doanh nghiệp kinh doanh sản phẩm/dịch vụ tương tự","Các doanh nghiệp hoạt động trên các lĩnh vực khác nhưng có sự cạnh tranh về lợi ích của khách hàng"
"4","23","single","Làm thế nào để doanh nghiệp xác định được cơ hội thị trường?","A","Phân tích nhu cầu khách hàng và tiềm năng tài chính","Phân tích nhu cầu khách hàng và tiềm năng tài chính","So sánh chi phí sản xuất giữa các ngành","Đo lường lợi nhuận từ các sản phẩm truyền thống","Tìm kiếm đối thủ cạnh tranh gián tiếp"
"4","24","single","Yếu tố nào trong mô hình kinh doanh giúp doanh nghiệp đánh giá được quy mô và tiềm năng tài chính của thị trường?","C","Cơ hội thị trường","Đội ngũ quản trị","Lợi thế cạnh tranh","Cơ hội thị trường","Chiến lược thị trường"
"4","25","single","Anh/chị hãy cho biết câu hỏi then chốt: ""Doanh nghiệp sẽ kiếm tiền như thế nào?"" là để xác định yếu tố nào trong xây dựng kế hoạch kinh doanh?","D","Mô hình doanh thu","Mục tiêu giá trị","Cơ hội thị trường","Chiến lược tổ chức","Mô hình doanh thu"
"4","26","single","Vai trò của kế hoạch kinh doanh trong TMĐT là gì?","B","Quyết định tính khả thi và bền vững của dự án","Đảm bảo sự vận hành hiệu quả của doanh nghiệp","Quyết định tính khả thi và bền vững của dự án","Duy trì sự ổn định tài chính","Tối ưu hóa nguồn nhân lực"
"4","27","single","Theo Timmers (1999), mô hình kinh doanh là gì?","C","Một kiến trúc cho dòng hàng hóa, dịch vụ và thông tin","Một chiến lược quản trị tài nguyên","Một phương thức mở rộng thị trường quốc tế","Một kiến trúc cho dòng hàng hóa, dịch vụ và thông tin","Một kế hoạch quản lý nhân sự"
"4","28","single","Yếu tố nào trong mô hình kinh doanh giúp doanh nghiệp cách thu hút khách hàng?","B","Chiến lược thị trường","Mô hình doanh thu","Chiến lược thị trường","Lợi thế cạnh tranh","Cơ hội thị trường"
"4","29","single","Yếu tố nào sau đây không phải là nhân tố cơ bản trong kế hoạch kinh doanh?","D","Chọn địa điểm du lịch","Nghiên cứu thị trường","Phân tích cạnh tranh","Kế hoạch tài chính","Chọn địa điểm du lịch"
"4","30","single","Kế hoạch kinh doanh cần bao gồm các yếu tố nào để đảm bảo tính khả thi và thành công?","A","Chiến lược sản phẩm, kế hoạch tài chính, và phân tích cạnh tranh","Chiến lược sản phẩm, kế hoạch tài chính, và phân tích cạnh tranh","Tầm nhìn cá nhân, kế hoạch tài chính, và sở thích cá nhân","Chiến lược marketing, lựa chọn nghề nghiệp, và nghiên cứu thị trường","Lựa chọn địa điểm làm việc, tầm nhìn cá nhân, và phân tích cạnh tranh"
"5","1","single","Tính chuyên nghiệp trong B2B được thể hiện qua điều gì?","A","Cung cấp thông tin chi tiết về sản phẩm và dịch vụ","Cung cấp thông tin chi tiết về sản phẩm và dịch vụ","Mối quan hệ tạm thời giữa doanh nghiệp","Bán hàng qua đại lý trung gian","Giao dịch ngắn hạn và không ràng buộc"
"5","2","single","Vì sao mối quan hệ đối tác chiến lược quan trọng trong mô hình B2B?","A","Đảm bảo sự ổn định trong sản xuất, cung cấp và phân phối sản phẩm","Đảm bảo sự ổn định trong sản xuất, cung cấp và phân phối sản phẩm","Thay đổi nhanh chiến lược khách hàng","Giúp tăng chi phí vận hành","Tạo ra giao dịch nhanh chóng, tạm thời"
"5","3","single","Doanh nghiệp Stars là nhà cung cấp linh kiện điện tử cho các công ty sản xuất. Để duy trì mối quan hệ lâu dài và tăng hiệu quả kinh doanh, doanh nghiệp Stars cần làm gì?","B","Xây dựng mối quan hệ đối tác chiến lược và đảm bảo chất lượng sản phẩm","Chỉ tập trung vào khách hàng nhỏ lẻ","Xây dựng mối quan hệ đối tác chiến lược và đảm bảo chất lượng sản phẩm","Giảm giá bán sản phẩm bất chấp lợi nhuận","Hạn chế đầu tư vào chuỗi cung ứng"
"5","4","single","B2C là viết tắt bởi cụm từ nào dưới đây:","A","Business To Consumer","Business To Consumer","Business To Corporation","Buyer To Customer","Buyer To Consumer"
"5","5","single","Mô hình B2C giúp doanh nghiệp tiếp cận khách hàng thông qua phương tiện nào?","B","Internet","Giao tiếp trực tiếp","Internet","Điện thoại cố định","Hội chợ triển lãm"
"5","6","single","Mô hình B2C có đặc điểm nào sau đây?","A","Nhà cung cấp thường là doanh nghiệp nhỏ hoặc lớn","Nhà cung cấp thường là doanh nghiệp nhỏ hoặc lớn","Người mua và người bán luôn tiếp xúc trực tiếp","Chu kỳ bán hàng dài và phức tạp","Tăng chi phí thuê mặt bằng"
"5","7","single","Trong mô hình B2C, yêu to quan trọng nhất để giữ chân khách hàng là gì?","B","Cung cấp dịch vụ khách hàng và chăm sóc khách hàng tốt","Giá bán rẻ nhất","Cung cấp dịch vụ khách hàng và chăm sóc khách hàng tốt","Giảm chất lượng dịch vụ","Giao hàng chậm"
"5","8","single","Điểm khác biệt giữa mô hình B2C và bán hàng truyền thống là gì?","D","Giao dịch qua internet","Chỉ doanh nghiệp lớn mới tham gia được","Không cần tư vấn khách hàng","Khách hàng phải gặp mặt trực tiếp","Giao dịch qua internet"
"5","9","single","Doanh nghiệp X là nhà cung cấp các sản phẩm thời trang cho nhóm khách hàng tiêu dùng cá nhân. Để thu hút khách hàng tiềm năng trên các sàn thương mại điện tử và mở rộng thị trường, doanh nghiệp X cần làm gì?","A","Xây dựng kênh bán hàng trực tuyến và chăm sóc khách hàng tốt","Xây dựng kênh bán hàng trực tuyến và chăm sóc khách hàng tốt","Giảm thiểu chăm sóc khách hàng vì tốn kém","Giảm sự tương tác với khách hàng","Chỉ tập trung vào bán hàng truyền thống"
"5","10","single","Mô hình kinh doanh B2C nào cho phép bán hàng trực tiếp từ nhà sản xuất đến khách hàng?","C","Nhà sản xuất trực tiếp","Nhà bán lẻ hỗn hợp","Nhà cung cấp dịch vụ","Nhà sản xuất trực tiếp","Cổng thông tin"
"5","11","single","Đâu là ví dụ về mô hình người bán hàng ảo (e-tailer)?","C","Tất cả đều đúng","Lazada","Zalo OA","Tất cả đều đúng","Shopee"
"5","12","single","Mục đích chính của mô hình nhà trung gian giao dịch là gì?","D","Kết nối người mua và người bán","Bán sản phẩm trực tiếp","Quản lý thông tin doanh nghiệp","Sản xuất hàng hóa","Kết nối người mua và người bán"
"5","13","single","Điểm nổi bật của nhà cung cấp cộng đồng trong B2C là gì?","C","Tạo môi trường để những người có cùng sở thích trao đổi","Tập trung vào sản xuất nội dung","Bán hàng hóa với số lượng lớn","Tạo môi trường để những người có cùng sở thích trao đổi","Tổ chức các hội nghị trực tiếp"
"5","14","single","Mô hình nào sử dụng phương pháp đấu giá trực tuyến?","D","Nhà tạo thị trường","Nhà cung cấp dịch vụ","Nhà bán lẻ hỗn hợp","Nhà cung cấp nội dung","Nhà tạo thị trường"
"5","15","single","Mô hình nào kết hợp bán hàng trực tuyến với cửa hàng truyền thống?","A","Nhà bán lẻ hỗn hợp","Nhà bán lẻ hỗn hợp","Cổng thông tin","Nhà trung gian giao dịch","Nhà cung cấp dịch vụ"
"5","16","single","Mô hình B2B tập trung vào nhóm đối tượng khách hàng nào:","C","Tất cả đều đúng","Khách hàng là đại lý phân phối sản phẩm","Khách hàng là tổ chức","Tất cả đều đúng","Khách hàng là doanh nghiệp"
"5","17","single","Lợi ích nào dưới đây KHÔNG thuộc mô hình B2C?","C","Hạn chế tiếp cận khách hàng","Tăng khả năng xoay vòng vốn","Giảm chi phí thuê mặt bằng","Hạn chế tiếp cận khách hàng","Dễ thu thập thông tin khách hàng"
"5","18","single","Mô hình bán hàng trực tiếp trong B2C thường được thực hiện qua đâu?","B","Các sàn thương mại điện tử","Hội nghị doanh nghiệp","Các sàn thương mại điện tử","Nhà kho trung gian","Cửa hàng vật lý"
"5","19","single","Loại phí nào thường được áp dụng cho mô hình cổng thông tin?","D","Phí đăng ký và quảng cáo","Phí vận chuyển","Phí sản xuất","Phí bảo hiểm","Phí đăng ký và quảng cáo"
"5","20","single","Trong mô hình cổng thông tin, khách hàng thường sử dụng dịch vụ nào?","B","Tìm kiếm và tin tức","Quản lý kho hàng","Tìm kiếm và tin tức","Vận chuyển quốc tế","Sản xuất hàng hóa"
"5","21","single","Khách hàng trong mô hình B2C thường có đặc điểm gì?","A","Mua hàng phục vụ nhu cầu cá nhân","Mua hàng phục vụ nhu cầu cá nhân","Mua hàng với số lượng lớn","Luôn đàm phán giả","Mua hàng với mục đích kinh doanh"
"5","22","single","Nhà cung cấp dịch vụ B2C kiếm doanh thu từ đâu?","C","Phí dịch vụ và quảng cáo","Sản xuất hàng hóa","Tổ chức triển lãm","Phí dịch vụ và quảng cáo","Bản sản phẩm vật lý"
"5","23","single","Đâu KHÔNG phải là mô hình kinh doanh trong thương mại điện tử B2B","B","Cổng thông tin","Sàn giao dịch","Cổng thông tin","Nhà cung cấp dịch vụ B2B","Nhà phân phối điện tử"
"5","24","single","Vai trò của mô hình kinh doanh B2B đối với nền kinh tế là gì?","C","Tạo ra việc làm và thúc đẩy tăng trưởng kinh tế","Tăng chi phí vận hành cho doanh nghiệp","Hạn chế sự kết nối giữa các doanh nghiệp","Tạo ra việc làm và thúc đẩy tăng trưởng kinh tế","Tập trung vào khách hàng cá nhân"
"5","25","single","Tại sao các giao dịch B2B thường có quy mô lớn và giá trị cao?","D","Do B2B phục vụ nhu cầu sản xuất hoặc phân phối với số lượng lớn","Vì các doanh nghiệp luôn có nhu cầu mua lẻ","Vì sản phẩm trong B2B có giá trị sử dụng thấp","Vì khách hàng B2B ít quan tâm đến giá trị đơn hàng","Do B2B phục vụ nhu cầu sản xuất hoặc phân phối với số lượng lớn"
"5","26","single","Ai là đối tượng chính trong mô hình B2C?","B","Người tiêu dùng cá nhân","Nhà phân phối lớn","Người tiêu dùng cá nhân","Nhà cung cấp nguyên liệu","Doanh nghiệp khác"
"5","27","single","Mô hình kinh doanh B2B là gì?","C","Kinh doanh giữa doanh nghiệp và doanh nghiệp","Kinh doanh phi lợi nhuận","Kinh doanh qua chợ truyền thống","Kinh doanh giữa doanh nghiệp và doanh nghiệp","Kinh doanh giữa doanh nghiệp và khách hàng cá nhân"
"5","28","single","Khách hàng của mô hình kinh doanh B2B là ai?","C","Các công ty và tổ chức","Cá nhân người tiêu dùng mua sản phẩm về đem biếu, tặng.","Cá nhân sử dụng trực tiếp","Các công ty và tổ chức","Nhà đầu tư tài chính"
"5","29","single","Mô hình kinh doanh nào thường tập trung vào việc bán hàng hóa hoặc dịch vụ trực tiếp đến người tiêu dùng cuối cùng?","B","B2C (Business-to-Consumer)","B2B (Business-to-Business)","B2C (Business-to-Consumer)","C2C (Consumer-to-Consumer)","B2G (Business-to-Government)"
"5","30","single","Mô hình kinh doanh nào thường yêu cầu quy trình bán hàng phức tạp hơn và liên quan đến hợp đồng dài hạn","A","B2B (Business-to-Business)","B2B (Business-to-Business)","B2C (Business-to-Consumer)","C2B (Consumer-to-Business)","G2B (Government-to-Business)"
"6","1","single","Thành phần nào không thuộc chuỗi giá trị trong thương mại điện tử?","A","Kế hoạch hóa tài nguyên sản xuất.","Kế hoạch hóa tài nguyên sản xuất.","Phát triển công nghệ.","Hậu cần đầu ra.","Giao tiếp qua mạng xã hội."
"6","2","single","Vì sao chuỗi giá trị trong thương mại điện tử giúp tối ưu hóa chi phí?","B","Vì loại bỏ các bước không cần thiết trong quy trình kinh doanh.","Vì giảm sự phụ thuộc vào công nghệ.","Vì loại bỏ các bước không cần thiết trong quy trình kinh doanh.","Vì giảm số lượng khách hàng.","Vì tập trung chủ yếu vào dịch vụ hậu mãi."
"6","3","single","Tính kết nối của chuỗi giá trị trong thương mại điện tử mang lại lợi ích gì?","D","Mở rộng khả năng hợp tác với các bên liên quan trên phạm vi toàn cầu.","Giảm chi phí vận hành và quản lý.","Hạn chế việc tích hợp công nghệ hiện đại.","Giới hạn quy mô hoạt động trong một khu vực nhỏ.","Mở rộng khả năng hợp tác với các bên liên quan trên phạm vi toàn cầu."
"6","4","single","Yếu tố nào ảnh hưởng đến quyết định mua sắm trực tuyến?","B","Thời gian tải trang và giao diện thân thiện.","Tần suất quảng cáo truyền hình.","Thời gian tải trang và giao diện thân thiện.","Sự hiện diện vật lý của sản phẩm.","Mức độ giảm giá trực tiếp tại cửa hàng."
"6","5","single","Giai đoạn đầu tiên trong mô hình ra quyết định mua hàng là gì?","C","Nhận thức nhu cầu.","Đánh giá lựa chọn.","Tìm kiếm thông tin.","Nhận thức nhu cầu.","Hành vi sau mua."
"6","6","single","Tại sao yếu tố tin tưởng lại quan trọng trong mua sắm trực tuyến?","A","Vì nó quyết định khả năng khách hàng thực hiện giao dịch trực tuyến.","Vì nó quyết định khả năng khách hàng thực hiện giao dịch trực tuyến.","Vì không có yếu tố nào khác ảnh hưởng.","Vì tin tưởng giảm khả năng khách hàng quay lại.","Vì khách hàng không cần thông tin chi tiết về sản phẩm."
"6","7","single","Vì sao chất lượng dịch vụ lại là yếu tố quan trọng trong TMĐT?","B","Vì nó đảm bảo khách hàng luôn quay lại mua hàng.","Vì không có cạnh tranh trong thị trường trực tuyến.","Vì nó đảm bảo khách hàng luôn quay lại mua hàng.","Vì dịch vụ không quan trọng bằng sản phẩm.","Vì khách hàng không đánh giá dịch vụ sau khi mua."
"6","8","single","Mô hình hành vi mua trực tuyến giúp doanh nghiệp làm gì?","C","Xây dựng các chiến lược phù hợp nhằm tiếp cận và duy trì khách hàng.","Tăng cường giảm giá và khuyến mãi để cạnh tranh.","Giảm sự phụ thuộc vào công nghệ trong quá trình bán hàng.","Xây dựng các chiến lược phù hợp nhằm tiếp cận và duy trì khách hàng.","Loại bỏ nhu cầu sử dụng các kênh truyền thông quảng cáo."
"6","9","single","Một khách hàng truy cập website TMĐT nhưng không mua hàng, bạn sẽ cải thiện điều này bằng cách nào?","C","Cải thiện trải nghiệm người dùng với giao diện thuận tiện và đề xuất ưu đãi hấp dẫn.","Giảm thiểu các hoạt động khuyến mãi để tập trung vào lợi nhuận.","Điều chỉnh giá sản phẩm tăng nhẹ để cân bằng chi phí vận hành.","Cải thiện trải nghiệm người dùng với giao diện thuận tiện và đề xuất ưu đãi hấp dẫn.","Hiển thị các sản phẩm ngẫu nhiên không theo nhu cầu khách hàng."
"6","10","single","Giao dịch thương mại điện tử được định nghĩa là gì?","A","Hoạt động trao đổi hàng hóa/dịch vụ qua các nền tảng trực tuyến.","Hoạt động trao đổi hàng hóa/dịch vụ qua các nền tảng trực tuyến.","Giao dịch qua các cửa hàng vật lý.","Hoạt động không cần sự hỗ trợ công nghệ.","Chỉ áp dụng cho sản phẩm số."
"6","11","single","Loại giao dịch nào phổ biến trong TMĐT B2B?","A","Giao dịch giữa doanh nghiệp với doanh nghiệp.","Giao dịch giữa doanh nghiệp với doanh nghiệp.","Giao dịch giữa cá nhân với cá nhân.","Giao dịch giữa người tiêu dùng và doanh nghiệp.","Giao dịch qua mạng xã hội."
"6","12","single","Giao dịch B2C có đặc điểm gì khác với B2B?","D","Quá trình mua sắm đơn giản và nhanh chóng.","Đối tượng là doanh nghiệp lớn.","Yêu cầu nhiều bước trung gian.","Giá trị giao dịch cao hơn.","Quá trình mua sắm đơn giản và nhanh chóng."
"6","13","single","Giao dịch C2C thường gặp rủi ro gì?","A","Sản phẩm không được kiểm định chất lượng.","Sản phẩm không được kiểm định chất lượng.","Sự hỗ trợ đầy đủ từ nền tảng TMĐT.","Hệ thống bảo mật cao.","Quá trình thanh toán minh bạch."
"6","14","single","Vai trò của logistics trong giao dịch TMĐT là gì?","D","Đảm bảo hàng hóa được vận chuyển hiệu quả, đáp ứng đúng thời gian cam kết.","Hỗ trợ xử lý và theo dõi trạng thái đơn hàng từ khi đặt đến khi giao nhận.","Quản lý thông tin khách hàng để cá nhân hóa trải nghiệm mua sắm.","Giới hạn khả năng tiếp cận và mở rộng thị trường ở nhiều khu vực khác nhau.","Đảm bảo hàng hóa được vận chuyển hiệu quả, đáp ứng đúng thời gian cam kết."
"6","15","single","Giả sử bạn là người quản lý của một website thương mại điện tử và nhận thấy có một lượng lớn khách hàng bỏ giỏ hàng mà không hoàn thành giao dịch. Bạn sẽ áp dụng những chiến lược nào trong quản lý logistics và trải nghiệm người dùng để giảm tỷ lệ bỏ giỏ hàng và tăng tỷ lệ chuyển đổi?","D","Cải thiện giao diện người dùng, tối ưu quy trình thanh toán và cung cấp các lựa chọn vận chuyển linh hoạt.","Tăng cường thời gian giao hàng và giảm chi phí vận chuyển cho các đơn hàng có giá trị cao.","Giới hạn các hình thức thanh toán và yêu cầu khách hàng chỉ có thể thanh toán qua một phương thức duy nhất.","Tăng giá sản phẩm để tạo ra cảm giác khan hiếm, thúc đấy khách hàng hoàn thành giao dịch.","Cải thiện giao diện người dùng, tối ưu quy trình thanh toán và cung cấp các lựa chọn vận chuyển linh hoạt."
"6","16","single","Đặc điểm nào là đặc trưng của chuỗi giá trị trong thương mại điện tử?","A","Sử dụng công nghệ số làm nền tảng vận hành.","Sử dụng công nghệ số làm nền tảng vận hành.","Chỉ hoạt động tại một khu vực địa lý cố định.","Tập trung vào giao tiếp trực tiếp với khách hàng.","Loại bỏ hoàn toàn vai trò của nhà cung cấp."
